0.428571,0.0357143,0.107143,0,0.0714286,0.142857,0,0,0,0.214286,0,0
0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0.5,0.166667,0,0,0,0.166667,0.166667,0
0,0,0,0,0,0,0,0,0,0,0,0
0.5,0,0,0,0,0.375,0,0,0,0,0.125,0
0.15,0,0.1,0,0.05,0.3,0,0.1,0,0.2,0.1,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.333333,0,0,0,0.666667,0,0
0,0,0,0,0,0,0,0,0,1,0,0
0.421053,0,0.0526316,0,0,0.105263,0,0,0.105263,0.210526,0.105263,0
0,0,0,0,0.285714,0.428571,0,0.142857,0,0,0.142857,0
0,0,0,0,0,0,0,0,0,0,0,0
